Name,Cuisine,Coordinate
Heavenly Perogy,American;Canadian;Vegetarian;$10 Lunch;Santé;Européen;European;Fait-maison;Poulet;Canadien;Végétarien;Chicken;Américain;Healthy;Homemade;Diner 10$;International,"(43.653822, -79.4070417)"
Hello 123,Sandwichs et sous-marins;Gluten Friendly;Breakfast & Brunch;Sensible au gluten;Burgers;Santé;Déjeuner et brunch;Desserts;Sandwiches & Subs;Hamburgers;Dessert;Healthy,"(43.7880529, -79.5451526)"
Hello Greek,Sandwichs et sous-marins;Repas Familial;Grec;Santé;Européen;Desserts;European;Dessert;Poulet;Pitas;Traiteur;Chicken;Sandwiches & Subs;Catering;Greek;Healthy;Family Meals,"(43.8119947, -79.482209)"
Helmand Kabob Palace,Vegetarian;Poisson-frites;Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Fish and Chips;Végétarien;Chicken;Moyen-Oriental;Homemade;International,"(43.858062913599305, -79.08039883254088)"
Henry VIII Ale House,Sandwichs et sous-marins;Breakfast & Brunch;Burgers;Poisson-frites;Européen;European;Haute Cuisine;Fait-maison;Wings;Ailes;Fish and Chips;Pub Food;Bistro;Indian;Déjeuner et brunch;Sandwiches & Subs;Steakhouse;Hamburgers;Indien;Homemade;International,"(43.6469248, -79.5142497)"
Her Chef,Japonais;Fait-maison;Fruits de mer;Seafood;Santé;Japanese;Asiatique;Asian;Homemade;Healthy;International,"(43.6646035, -79.4129342)"
Heritage Fish & Chips,Canadian;Vegetarian;Ice Cream & Frozen Treats;Poisson-frites;Seafood;Desserts;Dessert;Souper;Fait-maison;Poulet;Crèmerie;Fruits de mer;Fish and Chips;Pub Food;Bistro;Canadien;Diner;Ben & Jerry's;Végétarien;Chicken;Homemade,"(43.702321661764785, -79.73650693596801)"
Hero Certified Burgers,Sandwichs et sous-marins;Hot dogs et saucisses;Burgers;Bistro;Diner;Fast Food;Hot Dogs & Sausages;Prêt-à-manger;Sandwiches & Subs;Hamburgers,"(43.6522598137, -79.3839226732)"
Hero Certified Burgers,Hot dogs et saucisses;Canadian;Burgers;$10 Lunch;Fast Food;Desserts;Dessert;Poulet;Canadien;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Hamburgers;Diner 10$,"(43.6495361, -79.3777767)"
Hero Certified Burgers,Poulet;Burgers;$10 Lunch;Fast Food;Chicken;Prêt-à-manger;Hamburgers;Diner 10$,"(43.688544, -79.412505)"
Hero Certified Burgers,Hot dogs et saucisses;Fait-maison;Poulet;Canadian;Burgers;Canadien;Hot Dogs & Sausages;Chicken;Desserts;Hamburgers;Dessert;Homemade,"(43.78495264184424, -79.18673324536894)"
Hero Certified Burgers,Sandwichs et sous-marins;Hot dogs et saucisses;Canadian;Burgers;BBQ;Fait-maison;Poulet;Canadien;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.7773378515, -79.3445954558)"
Hero Certified Burgers,Poulet;Burgers;Fast Food;Chicken;Prêt-à-manger;Hamburgers,"(43.68705974389534, -79.39351967301639)"
Hero Certified Burgers,Poulet;Burgers;Fast Food;Chicken;Prêt-à-manger;Hamburgers,"(43.5946690874, -79.533953046)"
Hero Certified Burgers,Sandwichs et sous-marins;Hot dogs et saucisses;Canadian;Burgers;BBQ;Fait-maison;Poulet;Canadien;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.670368, -79.2990741)"
Hero Certified Burgers,Hot dogs et saucisses;Fait-maison;Poulet;Canadian;Burgers;Canadien;Hot Dogs & Sausages;Chicken;Desserts;Hamburgers;Dessert;Homemade,"(43.8355568, -79.2539011)"
Hero Certified Burgers,Hot dogs et saucisses;Canadian;Burgers;$10 Lunch;Fast Food;Desserts;Dessert;Poulet;Canadien;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Hamburgers;Diner 10$,"(43.6651994, -79.3870812)"
Hero Certified Burgers,Sandwichs et sous-marins;Hot dogs et saucisses;Canadian;Burgers;Seafood;BBQ;Fait-maison;Poulet;Fruits de mer;Canadien;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.7473428, -79.3846775)"
Hero Certified Burgers,Sandwichs et sous-marins;American;Canadian;Burgers;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Hamburgers;Américain,"(43.7591782, -79.410812)"
Hero Certified Burgers,Hot dogs et saucisses;Poulet;Canadian;Burgers;Canadien;Fast Food;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Desserts;Hamburgers;Dessert,"(43.5998105731, -79.7102663102)"
Hero Certified Burgers,Hot dogs et saucisses;Poulet;Canadian;Burgers;Canadien;Fast Food;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Desserts;Hamburgers;Dessert,"(43.84333, -79.4080531)"
Hero Certified Burgers,Hot dogs et saucisses;Fait-maison;Poulet;Canadian;Burgers;Canadien;Hot Dogs & Sausages;Chicken;Desserts;Hamburgers;Dessert;Homemade,"(43.8992180769, -79.3955688423)"
Hero Certified Burgers,Hot dogs et saucisses;Fait-maison;Poulet;Canadian;Burgers;Canadien;Hot Dogs & Sausages;Chicken;Desserts;Hamburgers;Dessert;Homemade,"(43.8470243489, -79.5357191167)"
Hero Certified Burgers,Hot dogs et saucisses;Poulet;Canadian;Burgers;Canadien;Fast Food;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Desserts;Hamburgers;Dessert,"(43.65660216220865, -79.6505254748688)"
Hero Certified Burgers,Sandwichs et sous-marins;Poulet;Canadian;Gluten Friendly;Vegetarian;Sensible au gluten;Burgers;Canadien;Végétarien;Chicken;Sandwiches & Subs;Hamburgers,"(43.7887605754, -79.5449377123)"
Hero Certified Burgers,Hot dogs et saucisses;Canadian;Burgers;$10 Lunch;Fast Food;Desserts;Dessert;Poulet;Canadien;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Hamburgers;Diner 10$,"(43.7380002, -79.7014435)"
Hero Certified Burgers,Hot dogs et saucisses;Fait-maison;Poulet;Canadian;Burgers;Canadien;Hot Dogs & Sausages;Chicken;Desserts;Hamburgers;Dessert;Homemade,"(43.8668716, -79.2838598)"
Hero Certified Burgers,Sandwichs et sous-marins;Hot dogs et saucisses;Canadian;Burgers;Seafood;Fast Food;BBQ;Fait-maison;Poulet;Fruits de mer;Canadien;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Barbecue;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.5579689, -79.7165752)"
Hero Certified Burgers,Poulet;Canadian;Gluten Friendly;Vegetarian;Sensible au gluten;Burgers;Canadien;Fast Food;Végétarien;Chicken;Prêt-à-manger;Hamburgers,"(43.6370562904, -79.7168829633)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.6651994, -79.3870812)"
Hero Certified Chicken,Sandwichs et sous-marins;American;Canadian;Fast Food;Desserts;Dessert;Wings;Poulet;Ailes;Canadien;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7845948, -79.1868269)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;Ailes;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Dîner;Lunch,"(43.688544, -79.41250500000001)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.6523003473, -79.3839191151)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.670368, -79.2990741)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.6870772, -79.3934553)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7888768, -79.5448221)"
Hero Certified Chicken,Hot dogs et saucisses;Poulet;Canadian;Burgers;Canadien;Fast Food;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Desserts;Hamburgers;Dessert,"(43.6495361, -79.3777767)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7591782, -79.410812)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7779901, -79.3440914)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7473428, -79.3846775)"
Hero Certified Chicken,Sandwichs et sous-marins;American;Canadian;Fast Food;Desserts;Dessert;Wings;Poulet;Ailes;Canadien;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.8355856, -79.253969)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.5948404, -79.5338234)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.8668716, -79.2838598)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.84333, -79.4080531)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;American;Canadian;Ailes;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.8470824, -79.5356628)"
Hero Certified Chicken,Hot dogs et saucisses;Poulet;Canadian;Burgers;Canadien;Fast Food;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Desserts;Hamburgers;Dessert,"(43.7380002, -79.7014435)"
Hero Certified Chicken,Sandwichs et sous-marins;American;Canadian;Fast Food;Desserts;Dessert;Wings;Poulet;Ailes;Canadien;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.899441, -79.3956036)"
Hero Certified Chicken,Sandwichs et sous-marins;Wings;Poulet;Ailes;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Dîner;Lunch,"(43.5999115054, -79.7103187182)"
Hero Certified Chicken,Sandwichs et sous-marins;American;Canadian;Fast Food;Desserts;Dessert;Wings;Poulet;Ailes;Canadien;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.6370951, -79.7170696)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7473428, -79.3846775)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7779901, -79.3440914)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.670368, -79.2990741)"
Hero Certified Seafood,Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Fast Food;Prêt-à-manger;Dîner;Lunch,"(43.688544, -79.41250500000001)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Poisson-frites;Seafood;Fast Food;Lunch;Fruits de mer;Fish and Chips;Canadien;Prêt-à-manger;Sandwiches & Subs;Américain;Dîner,"(43.6651994, -79.3870812)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.652318497, -79.3838149503)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.5948404, -79.5338234)"
Hero Certified Seafood,Hot dogs et saucisses;Canadian;Burgers;Fish and Chips;Poisson-frites;Canadien;Fast Food;Hot Dogs & Sausages;Prêt-à-manger;Desserts;Hamburgers;Dessert,"(43.6495361, -79.3777767)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.6870772, -79.3934553)"
Hero Certified Seafood,Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Fast Food;Prêt-à-manger;Dîner;Lunch,"(43.5998993753, -79.7102999174)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7591782, -79.410812)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Poisson-frites;Seafood;Fast Food;Desserts;Dessert;Fruits de mer;Fish and Chips;Canadien;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7845948, -79.1868269)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Poisson-frites;Seafood;Fast Food;Desserts;Dessert;Fruits de mer;Fish and Chips;Canadien;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.8355856, -79.253969)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.84333, -79.4080531)"
Hero Certified Seafood,Sandwichs et sous-marins;Wings;American;Canadian;Ailes;Fish and Chips;Poisson-frites;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.7888768, -79.5448221)"
Hero Certified Seafood,Sandwichs et sous-marins;Wings;American;Canadian;Ailes;Fish and Chips;Poisson-frites;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.8668716, -79.2838598)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.6370951, -79.7170696)"
Hero Certified Seafood,Hot dogs et saucisses;Poulet;Canadian;Burgers;Canadien;Fast Food;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Desserts;Hamburgers;Dessert,"(43.7380002, -79.7014435)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Poisson-frites;Seafood;Fast Food;Desserts;Dessert;Fruits de mer;Fish and Chips;Canadien;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.899441, -79.3956036)"
Hero Certified Seafood,Sandwichs et sous-marins;American;Canadian;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Canadien;Fast Food;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.8470824, -79.5356628)"
Hey Juice,Gauffres;Waffles;Café/Thé;Smoothies;Chinese;Coffee/Tea;Chinois;Desserts;Dessert;Asiatique;Asian,"(43.815527, -79.3221013)"
Heyam's Kitchen,Fait-maison;Poulet;Indian;Santé;Chicken;Indien;Asiatique;Asian;Homemade;Healthy;International,"(43.7428658, -79.3084843)"
Hi Tea,Hot dogs et saucisses;Wings;Poulet;Café/Thé;Ailes;Chinese;Hot Dogs & Sausages;Coffee/Tea;Chicken;Chinois;Asiatique;Asian,"(43.80668071500948, -79.28898684603269)"
Hibiscus Cafe,Café/Thé;Organic;Burgers;Smoothies;Santé;Desserts;Dessert;Locally Sourced;Fait-maison;Source locale;Coffee/Tea;Hamburgers;Biologique;Healthy;Homemade,"(43.6553907, -79.4025245)"
Ho Sushi Express,Japonais;Fruits de mer;Vegetarian;Seafood;Sushis;Végétarien;Sushi;Japanese;Asiatique;Asian;International,"(43.7809966, -79.2474296)"
Hoki Poke,Poulet;Coréen;Fruits de mer;Vegetarian;Seafood;Fast Food;Korean;Santé;Végétarien;Chicken;Prêt-à-manger;Healthy,"(43.6652388277, -79.3844634479)"
Hokkaido Sushi,Japonais;Poulet;Sushis;Chicken;Sushi;Japanese;Asiatique;Asian;International,"(43.7081812, -79.3894089)"
Holy Cow Steakhouse,Fait-maison;Canadian;Canadien;Santé;Steakhouse;Homemade;Healthy;International,"(43.650053, -79.3914456)"
Home Style Restaurant - Eastern European Cuisine,Locally Sourced;Fait-maison;Poulet;Breakfast & Brunch;Source locale;Santé;Chicken;Déjeuner et brunch;Homemade;Healthy;International,"(43.6066049, -79.5850135)"
Home Sweet Home,Burgers;Grec;Santé;Desserts;Dessert;BBQ;Méditerranéen;Middle Eastern;Coffee/Tea;Barbecue;Hamburgers;Moyen-Oriental;Donair;Healthy;International;Café/Thé;Breakfast & Brunch;Fast Food;Souper;Mediterranean;Fait-maison;Poulet;Diner;Traiteur;Halal;Chicken;Déjeuner et brunch;Prêt-à-manger;Catering;Fusion;Greek;Homemade,"(43.7551671, -79.4686885)"
Home of Hot Taste,Coréen;Canadian;Seafood;Korean;Asiatique;Asian;Wings;Poulet;Fruits de mer;Ailes;Canadien;Chicken;Fusion;International,"(43.8055474, -79.4200575)"
Honey B Hives Restaurant,Sandwichs et sous-marins;Hot dogs et saucisses;Gauffres;Waffles;Bagels;Café/Thé;Breakfast & Brunch;Seafood;Wings;Fruits de mer;Ailes;Bistro;Diner;Hot Dogs & Sausages;Déjeuner et brunch;Coffee/Tea;Pasta;Sandwiches & Subs;Pâtes,"(43.8229959, -79.2485509)"
Honey Bee Restaurant,Vegetarian;Seafood;Santé;Noodle Shop;Asiatique;Asian;Lunch;Poulet;Nouilles;Fruits de mer;Bistro;Diner;Chinese;Végétarien;Chicken;Chinois;Fusion;Dîner;Healthy;International,"(43.6698963, -79.3011766)"
Hong Kong Gardens Tavern and Restaurant,Vegetarian;Ice Cream & Frozen Treats;Seafood;Noodle Shop;Asiatique;Asian;BBQ;Wings;Nouilles;Poulet;Crèmerie;Fruits de mer;Thaïlandais;Ailes;Chinese;Chicken;Ben & Jerry's;Végétarien;Pasta;Barbecue;Thai;Chinois;International;Pâtes,"(43.6475472, -79.5098814)"
Hong Kong Gourmet,Café/Thé;Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Fait-maison;Nouilles;Poulet;Fruits de mer;Chinese;Végétarien;Chicken;Coffee/Tea;Chinois;Homemade;International,"(43.650809527, -79.58044240232454)"
Hong Shing,Nouilles;Fruits de mer;Vegetarian;Seafood;Chinese;Végétarien;Chinois;Noodle Shop,"(43.6549108, -79.3868609)"
Hoops Sports Bar & Grill,Sandwichs et sous-marins;Mexican;Burgers;Mexicain;Seafood;Pizza;BBQ;Fait-maison;Poulet;Fruits de mer;Pub Food;Bistro;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Homemade,"(43.642256, -79.3830636)"
Hoops Sports Bar and Grill,Sandwichs et sous-marins;Mexican;Vegetarian;Burgers;Mexicain;Poisson-frites;Seafood;Pizza;Souper;Fait-maison;Wings;Poulet;Fruits de mer;Ailes;Fish and Chips;Pub Food;Chicken;Végétarien;Pasta;Sandwiches & Subs;Hamburgers;Homemade;International;Pâtes,"(43.846932, -79.5535828)"
Hooters,Sandwichs et sous-marins;Canadian;Burgers;Poisson-frites;Seafood;Poulet;Fruits de mer;Fish and Chips;Pub Food;Bistro;Canadien;Chicken;Sandwiches & Subs;Hamburgers,"(43.6480033, -79.3905604)"
Hooters,Sandwichs et sous-marins;Canadian;Burgers;Poisson-frites;Seafood;Desserts;Dessert;BBQ;Poulet;Fruits de mer;Fish and Chips;Tacos;Pub Food;Bistro;Canadien;Chicken;Barbecue;Sandwiches & Subs;Hamburgers,"(43.6812283, -79.5924375)"
Hot Spot Chinese Cuisine,Seafood;Desserts;Noodle Shop;Dessert;Asiatique;Asian;Fait-maison;Nouilles;Poulet;Fruits de mer;Chinese;Chicken;Chinois;Homemade;International,"(43.870477802226695, -79.36126896745913)"
Hot Wings,Sandwichs et sous-marins;Mexican;Burgers;Mexicain;Souper;Wings;Poulet;Ailes;Tacos;Pub Food;Chicken;Sandwiches & Subs;Hamburgers,"(43.824373, -79.2474937)"
Hot Wok,Wings;Poulet;Fruits de mer;Vegetarian;Ailes;Seafood;Chinese;Végétarien;Chicken;Chinois;Asiatique;Asian,"(43.7693281, -79.28162689999999)"
Hot and Spicy Caribbean Takeout,BBQ;Poulet;Fruits de mer;Fish and Chips;Poisson-frites;Seafood;Chicken;Barbecue;Desserts;Dessert;International,"(43.7804513, -79.2326784)"
Hotel Gelato,Sandwichs et sous-marins;Crèmerie;Vegetarian;Breakfast & Brunch;Ice Cream & Frozen Treats;Végétarien;Déjeuner et brunch;Desserts;Sandwiches & Subs;Dessert,"(43.7035798, -79.4143654)"
House of Indian Roti,Poulet;Fruits de mer;Vegetarian;Seafood;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;Végétalien;Vegan,"(43.6951335, -79.4501459)"
House of Wong,Ice Cream & Frozen Treats;Noodle Shop;Asiatique;Asian;Fait-maison;Nouilles;Crèmerie;Thaïlandais;Chinese;Ben & Jerry's;Thai;Chinois;Homemade;International,"(43.773573, -79.182994)"
House of Wong,Japonais;Poulet;Vegetarian;Chinese;Végétarien;Chicken;Chinois;Japanese;Asiatique;Asian;International,"(43.8684503, -79.0381483)"
Hoya Sushi,Japonais;Poulet;Fruits de mer;Seafood;Sushis;Chicken;Sushi;Dîner;Japanese;Asiatique;Asian;Lunch,"(43.599049, -79.513736)"
Hua Sang Seafood Restaurant,Nouilles;Poulet;Fruits de mer;Seafood;Chinese;Chicken;Chinois;Noodle Shop,"(43.6557848, -79.3937013)"
Hub Sushi,Seafood;Sushis;Noodle Shop;Japanese;Asiatique;Asian;Japonais;Nouilles;Poulet;Fruits de mer;Chicken;Sushi;International,"(43.8090790202, -79.4233975386)"
Hugh's Room,Canadian;Vegetarian;Burgers;Santé;Vegan;Fait-maison;Poulet;Gluten Friendly;Sensible au gluten;Canadien;Végétarien;Chicken;Pasta;Hamburgers;Végétalien;Healthy;Homemade;Pâtes,"(43.6547037, -79.4522504)"
Hungry Owl,Mediterranean;Méditerranéen;Nouilles;Halal;Noodle Shop;Fusion;Asiatique;Asian,"(43.709779, -79.662392)"
Hunter's Pizza & Souvlaki House,Pizza;Sandwichs et sous-marins;Mediterranean;Méditerranéen;Pitas;Burgers;Pasta;Sandwiches & Subs;Desserts;Hamburgers;Dessert;Pâtes,"(43.7895661, -79.3026548)"
Hunters Landing,Canadian;Vegetarian;Burgers;Seafood;Desserts;Dessert;Pizza;Souper;Poulet;Fruits de mer;Tacos;Pub Food;Canadien;Végétarien;Chicken;Steakhouse;Hamburgers;Fusion,"(43.63993027666051, -79.39658988181151)"
Hunters on the Danforth,Burgers;Grec;Seafood;Méditerranéen;Wings;Middle Eastern;Ailes;Hamburgers;Moyen-Oriental;International;Pâtes;Sandwichs et sous-marins;Pizza;Souper;Mediterranean;Fait-maison;Poulet;Fruits de mer;Pitas;Diner;Chicken;Pasta;Sandwiches & Subs;Greek;Homemade,"(43.6791935, -79.3443701)"
Huong Que Restaurant,Sans gluten;Noodle Shop;Asiatique;Asian;Locally Sourced;Fait-maison;Nouilles;Poulet;Gluten Free;Vietnamese;Source locale;Chicken;Vietnamien;Homemade;International,"(43.7419173, -79.5143162)"
Hurry Curry,Locally Sourced;Vegetarian;Source locale;Indian;Santé;Végétarien;Desserts;Indien;Dessert;Healthy;International,"(43.6663973, -79.3168252)"
Hurry Curry,Fait-maison;Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;Homemade;International,"(43.6572571, -79.3760912)"
Hurry Curry,Fait-maison;Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;Homemade;International,"(43.7585964, -79.46625)"
Hurry Curry,Poulet;Fruits de mer;Vegetarian;Seafood;Indian;Végétarien;Chicken;Indien;International,"(43.6447463, -79.39375510000002)"
Hurry Curry,Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;International,"(43.644052, -79.6336744)"
Hurry Curry,Fait-maison;Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;Homemade;International,"(43.8066205, -79.4736843)"
Hurry Curry,Fait-maison;Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;Homemade;International,"(43.6899783, -79.7078)"
Hyderabad Biryani Hut,Vegetarian;Ice Cream & Frozen Treats;Seafood;Desserts;Dessert;Fait-maison;Poulet;Crèmerie;Fruits de mer;Indian;Ben & Jerry's;Halal;Végétarien;Chicken;Indien;Homemade;International,"(43.771497737293004, -79.25270575987281)"
Hyderabad Palace Downtown,Fait-maison;Poulet;Middle Eastern;Indian;Santé;Chicken;Indien;Moyen-Oriental;Homemade;Healthy,"(43.6574646, -79.3653564)"
Hype Food Co.,Canadian;Sans gluten;Vegetarian;Organic;Bakery;Fait-maison;Boulangerie/Pâtisserie;Gluten Friendly;Sensible au gluten;Gluten Free;Canadien;Végétarien;Biologique;Homemade,"(43.6692933, -79.3358607)"
I Love Sushi,Vegetarian;Seafood;Sushis;Desserts;Noodle Shop;Japanese;Asiatique;Dessert;Asian;Japonais;Nouilles;Poulet;Fruits de mer;Végétarien;Chicken;Sushi;International,"(43.6483615, -79.5294587)"
I Love Sushi,Vegetarian;Seafood;$10 Lunch;Sushis;Japanese;Asiatique;Asian;Lunch;Japonais;Wings;Fruits de mer;Ailes;Traiteur;Végétarien;Sushi;Catering;Dîner;Diner 10$;International,"(43.647922, -79.401064)"
Ice Cream Patio,Sandwichs et sous-marins;Italian;Seafood;Européen;Noodle Shop;European;Pizza;Mediterranean;Méditerranéen;Fait-maison;Poulet;Nouilles;Gluten Friendly;Fruits de mer;Sensible au gluten;Chicken;Pasta;Sandwiches & Subs;Homemade;Italien;Pâtes,"(43.7765378067, -79.603264985)"
Ice Q Dessert Cafe,Sandwichs et sous-marins;Nouilles;Coréen;Café/Thé;Smoothies;Korean;Coffee/Tea;Sandwiches & Subs;Desserts;Noodle Shop;Dessert,"(43.6039972, -79.6506491)"
Ichiban Sushi,Japonais;Poulet;Nouilles;Fruits de mer;Seafood;Sushis;Chicken;Sushi;Noodle Shop;Japanese;Asiatique;Asian,"(43.6435859026, -79.4050370301)"
Ichiban Sushi Express,Repas Familial;Seafood;Sushis;Santé;Japanese;Asiatique;Asian;Lunch;Japonais;Fait-maison;Fruits de mer;Sushi;Dîner;Healthy;Homemade;Family Meals,"(43.77384986065917, -79.32759372988585)"
Iconic Event Space,Fait-maison;Poulet;Vegetarian;Indian;Santé;Végétarien;Chicken;Indien;Végétalien;Homemade;Healthy;Vegan,"(43.6791916, -79.6729263)"
Ikram Halal Meats and Takeout Food,Canadian;Canadien;Indian;Halal;Santé;Indien;Healthy;International,"(43.77543, -79.1789256)"
Il Fornaro,Pizza;Italian;Wings;Ailes;Pasta;Italien;Pâtes,"(43.734129, -79.420049)"
Il Padre's,Pizza;Italian;Wings;American;Ailes;Pasta;Américain;Italien;Pâtes,"(43.611663, -79.496623)"
Ilhas De Bruma,Haute Cuisine;Fruits de mer;Seafood;Européen;Pasta;European;Fusion;International;Pâtes,"(43.6524679, -79.4335973)"
