Name,Cuisine,Coordinate
Turtle Jack's Muskoka Grill,Canadian;Burgers;BBQ;Locally Sourced;Fait-maison;Poulet;Tacos;Pub Food;Bistro;Canadien;Source locale;Chicken;Barbecue;Steakhouse;Hamburgers;Homemade;International,"(43.63858489361493, -79.69210964047545)"
Turtle Jack's Muskoka Grill,Sandwichs et sous-marins;American;Breakfast & Brunch;Burgers;Poisson-frites;Seafood;BBQ;Fruits de mer;Fish and Chips;Déjeuner et brunch;Barbecue;Sandwiches & Subs;Steakhouse;Hamburgers;Américain,"(43.5592353327, -79.7114008263)"
Turtle Jack's Muskoka Grill,Canadian;Vegetarian;Burgers;BBQ;Locally Sourced;Poulet;Tacos;Pub Food;Bistro;Canadien;Source locale;Végétarien;Chicken;Barbecue;Steakhouse;Hamburgers;International,"(43.864459179543985, -79.38245742883606)"
Twice As Nice,Poulet;Fruits de mer;Breakfast & Brunch;Seafood;Chicken;Déjeuner et brunch;International,"(43.7590168, -79.1981233)"
Twilight Family Restaurant & Bar,Seafood;Noodle Shop;Asiatique;Asian;Wings;Nouilles;Poulet;Fruits de mer;Ailes;Halal;Chicken;Fusion;International,"(43.7918355, -79.258576)"
Two Brothers Shawarma,Sandwichs et sous-marins;Vegetarian;Desserts;Dessert;BBQ;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Barbecue;Sandwiches & Subs;Moyen-Oriental;International,"(43.6898647, -79.475508)"
Two Brothers Shawarma,Sandwichs et sous-marins;Vegetarian;Desserts;Dessert;BBQ;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Barbecue;Sandwiches & Subs;Moyen-Oriental;International,"(43.6894702, -79.2954186)"
Two Headed Dog,American;Canadian;Burgers;Seafood;Asiatique;Asian;Wings;Thaïlandais;Ailes;Végétarien;Thai;Hamburgers;Américain;International;Sandwichs et sous-marins;Vegetarian;Breakfast & Brunch;Poisson-frites;Poulet;Fruits de mer;Fish and Chips;Canadien;Indian;Chicken;Déjeuner et brunch;Sandwiches & Subs;Indien,"(43.67243366162085, -79.32080057546312)"
Tzatziki,Grec;Seafood;Desserts;Dessert;Mediterranean;Souper;Locally Sourced;Méditerranéen;Fait-maison;Pitas;Fruits de mer;Diner;Source locale;Greek;Homemade,"(43.6837412, -79.3464376)"
U-Know Sushi,Japonais;Fruits de mer;Seafood;Sushis;Sushi;Japanese;Asiatique;Asian;International,"(43.6303462, -79.4855483)"
UT Sushi,Japonais;Poulet;Fruits de mer;Seafood;Sushis;Chicken;Sushi;Japanese;Asiatique;Asian,"(43.6588013, -79.3944347)"
Udon Kitanoya,Vegetarian;Noodle Shop;Japanese;Asiatique;Asian;Japonais;Fait-maison;Wings;Poulet;Nouilles;Ailes;Végétarien;Chicken;Homemade,"(43.6654118, -79.4087897)"
Udupi Madras Cafe,Fait-maison;Vegetarian;Smoothies;Indian;Végétarien;Indien;Homemade;International,"(43.5911498, -79.6356045)"
Udupi Palace,Vegetarian;Santé;Mediterranean;Méditerranéen;Fait-maison;Middle Eastern;Gluten Friendly;Sensible au gluten;Indian;Végétarien;Moyen-Oriental;Indien;Healthy;Homemade;International,"(43.672609, -79.3211209)"
Umami House,Ice Cream;Seafood;Sushis;Santé;Desserts;Dessert;Asiatique;Asian;Vegan;Végétarien;Crème glacée;Chinois;Végétalien;Healthy;Biologique;Pâtes;Vegetarian;Organic;Noodle Shop;Japanese;Japonais;Poulet;Nouilles;Fruits de mer;Chinese;Chicken;Sushi;Pasta,"(43.77523, -79.330371)"
Umami Sushi,Seafood;Sushis;Santé;Noodle Shop;Kosher;kascher;Japanese;Asiatique;Asian;Japonais;Fait-maison;Nouilles;Fruits de mer;Sushi;Healthy;Homemade,"(43.7286207, -79.431533)"
Ume Fashion Sushi,Seafood;Sushis;Japanese;Asiatique;Asian;Souper;Locally Sourced;Japonais;Fait-maison;Fruits de mer;Diner;Source locale;Sushi;Homemade;International,"(43.6930532, -79.2625799)"
Umi Sushi Express,Japonais;Nouilles;Poulet;Sushis;Chicken;Sushi;Noodle Shop;Japanese;International,"(43.83620961686239, -79.08648138227841)"
Uncle Tony's,Italian;Canadian;Burgers;Seafood;Santé;Vegan;Pizza;Fait-maison;Poulet;Fruits de mer;Canadien;Chicken;Pasta;Hamburgers;Végétalien;Healthy;Homemade;Italien;International;Pâtes,"(43.6484528, -79.375089)"
Union Burger,Sandwichs et sous-marins;Hot dogs et saucisses;Canadian;Vegetarian;Burgers;Smoothies;Fast Food;Desserts;Dessert;Poulet;Canadien;Végétarien;Hot Dogs & Sausages;Chicken;Prêt-à-manger;Sandwiches & Subs;Hamburgers,"(43.5898106, -79.648193)"
Union Chicken,Sandwichs et sous-marins;Poulet;American;Canadian;Canadien;Chicken;Sandwiches & Subs;Américain,"(43.6106717979, -79.558132502)"
Union Social Eatery,Burgers;Desserts;Dessert;Wings;Gluten Friendly;Sensible au gluten;Ailes;Pub Food;Bistro;Végétarien;Steakhouse;Hamburgers;International;Sandwichs et sous-marins;Vegetarian;Breakfast & Brunch;Poisson-frites;Souper;Fait-maison;Poulet;Fish and Chips;Diner;Chicken;Déjeuner et brunch;Sandwiches & Subs;Homemade,"(43.6877647773, -79.3948854221)"
Union Social Eatery,Sandwichs et sous-marins;Breakfast & Brunch;Burgers;Desserts;Dessert;Poulet;Gluten Friendly;Sensible au gluten;Chicken;Déjeuner et brunch;Sandwiches & Subs;Steakhouse;Hamburgers,"(43.763767988451576, -79.41131392299133)"
Union Social Eatery,Sandwichs et sous-marins;Burgers;Desserts;Dessert;BBQ;Souper;Poulet;Gluten Friendly;Sensible au gluten;Pub Food;Chicken;Barbecue;Sandwiches & Subs;Hamburgers,"(43.6510658, -79.6047336)"
Uno's Jerk,Canadian;$10 Lunch;Santé;Caribéen;Fait-maison;Poulet;Canadien;Chicken;Caribbean;Fusion;Healthy;Homemade;Diner 10$,"(43.5972874, -79.5230093)"
Upper Beaches' Bourbon House,Sandwichs et sous-marins;American;Canadian;Burgers;Seafood;Desserts;Dessert;Caribéen;BBQ;Fait-maison;Poulet;Fruits de mer;Canadien;Chicken;Pasta;Barbecue;Sandwiches & Subs;Caribbean;Hamburgers;Américain;Homemade;International;Pâtes,"(43.7184429, -79.2507754)"
Urawa Sushi,Japonais;Poulet;Nouilles;Fruits de mer;Seafood;Sushis;Chicken;Sushi;Noodle Shop;Japanese;Asiatique;Asian,"(43.6482311, -79.3892564)"
Urban Fare Catering & Food Shop,Sandwichs et sous-marins;Vegetarian;Seafood;Européen;European;Vegan;Fait-maison;Fruits de mer;Traiteur;Végétarien;Pasta;Sandwiches & Subs;Catering;Végétalien;Homemade;International;Pâtes,"(43.6814684, -79.4173242)"
Urban Hakka,Vegetarian;Ice Cream & Frozen Treats;Seafood;Poulet;Crèmerie;Fruits de mer;Indian;Halal;Végétarien;Chicken;Fusion;Indien;International,"(43.7302042, -79.4032923)"
Urban Maharajas,Vegetarian;Organic;Seafood;Desserts;Dessert;Fait-maison;Poulet;Gluten Friendly;Fruits de mer;Sensible au gluten;Indian;Végétarien;Chicken;Indien;Biologique;Homemade;International,"(43.8190909944, -79.5312364418)"
Urban Thai,Vegetarian;Seafood;Noodle Shop;Fait-maison;Poulet;Nouilles;Fruits de mer;Thaïlandais;Végétarien;Chicken;Thai;Homemade;International,"(43.6624689, -79.3670113)"
Usmania Grill,Vegetarian;Seafood;Asiatique;Asian;BBQ;Poulet;Middle Eastern;Pitas;Fruits de mer;Indian;Végétarien;Chicken;Barbecue;Moyen-Oriental;Indien;International,"(43.8317156, -79.0939086)"
VEG BKK Thai Vegan,Vegetarian;Santé;Noodle Shop;Asiatique;Asian;Fait-maison;Nouilles;Thaïlandais;Végétarien;Thai;Healthy;Homemade;International,"(43.79572131286623, -79.41920149447748)"
VIP Paan,Poulet;Café/Thé;Indian;Coffee/Tea;Chicken;Fusion;Indien;Asiatique;Asian,"(43.59698303008974, -79.662365490213)"
Valens,Pizza;Sandwichs et sous-marins;Italian;Fait-maison;Poulet;Chicken;Pasta;Sandwiches & Subs;Homemade;Italien;International;Pâtes,"(43.6559958, -79.3928937)"
Vanjhali Indian Cuisine,Vegetarian;Asiatique;Asian;Fait-maison;Poulet;Middle Eastern;Indian;Halal;Végétarien;Chicken;Moyen-Oriental;Indien;Homemade;International,"(43.67906418481463, -79.66897018092038)"
Vanta Coffee Club,Sandwichs et sous-marins;Café/Thé;Canadian;Breakfast & Brunch;Vegetarian;Canadien;Végétarien;Coffee/Tea;Déjeuner et brunch;Sandwiches & Subs,"(43.7882347, -79.2688254)"
Vegan Bear,Locally Sourced;Pitas;Vegetarian;$10 Lunch;Source locale;Santé;Végétarien;Végétalien;Diner 10$;Healthy;Vegan,"(43.6573638, -79.38084449999997)"
Vegan Zone,Bistro;Diner;Indian;Santé;Indien;Végétalien;Healthy;Vegan,"(43.713328796475, -79.3665877558197)"
Veggie Crush Co,Café/Thé;Santé;Coffee/Tea;Healthy,"(43.6497875, -79.3970569)"
Veggie Flames,Pizza;Fait-maison;Indian;Santé;Fusion;Indien;Végétalien;Homemade;Healthy;Vegan,"(43.7076587, -79.6481492)"
Veggie House,Seafood;Desserts;Dessert;Asiatique;Asian;Vegan;Middle Eastern;Thaïlandais;Bistro;Végétarien;Thai;Chinois;Végétalien;Dîner;Moyen-Oriental;Vegetarian;Fast Food;Lunch;Poulet;Fruits de mer;Diner;Indian;Chinese;Chicken;Prêt-à-manger;Indien,"(43.6431826, -79.4475917)"
Veggie Paradise,Poulet;Vegetarian;Organic;Santé;Végétarien;Chicken;Dîner;Biologique;Healthy;Lunch,"(43.657446, -79.639204)"
Vegwood,Sandwichs et sous-marins;Santé;Sandwiches & Subs;Végétalien;Healthy;Vegan,"(43.692565, -79.4409584)"
Vi Vetha Bistro,Sandwichs et sous-marins;Breakfast & Brunch;Seafood;Santé;Européen;European;Asiatique;Asian;Poulet;Fruits de mer;Chicken;Déjeuner et brunch;Sandwiches & Subs;Fusion;Healthy,"(43.6735742, -79.2820944)"
Via Cibo,Pizza;Italian;Poulet;Vegetarian;Végétarien;Chicken;Italien;International,"(43.7544648542, -79.3581226105)"
Via Panini,Sandwichs et sous-marins;Italian;Poulet;Vegetarian;Végétarien;Chicken;Pasta;Sandwiches & Subs;Italien;International;Pâtes,"(43.8518027453, -79.5348712019)"
Via Panini,Sandwichs et sous-marins;Italian;Poulet;Vegetarian;Végétarien;Chicken;Pasta;Sandwiches & Subs;Italien;International;Pâtes,"(43.7965726, -79.5330366)"
Victoria Grill,Sandwichs et sous-marins;Café/Thé;American;Breakfast & Brunch;Burgers;Fait-maison;Wings;Poulet;Ailes;Chicken;Déjeuner et brunch;Coffee/Tea;Pasta;Sandwiches & Subs;Steakhouse;Hamburgers;Américain;Homemade;Pâtes,"(43.7163114, -79.2605052)"
Victoria Whole Foods Inc.,Sandwichs et sous-marins;Canadian;Vegetarian;Santé;Vegan;Fait-maison;Gluten Friendly;Sensible au gluten;Canadien;Végétarien;Sandwiches & Subs;Végétalien;Healthy;Homemade,"(43.6726461, -79.3214479)"
Victory Cafe,Pizza;Italian;Poulet;Café/Thé;Fruits de mer;Vegetarian;Seafood;Végétarien;Chicken;Coffee/Tea;Italien;International,"(43.6657841119, -79.4085419577)"
Viet Thai Kitchen,Café/Thé;Vegetarian;Seafood;$10 Lunch;Desserts;Noodle Shop;Asiatique;Dessert;Asian;Poulet;Nouilles;Fruits de mer;Thaïlandais;Végétarien;Chicken;Coffee/Tea;Thai;Diner 10$;International,"(43.7222749333162, -79.30208202327879)"
Vietnam Lovely Noodle,Wings;Poulet;Nouilles;Fruits de mer;Ailes;Seafood;Vietnamese;Chicken;Noodle Shop;Vietnamien;International,"(43.6662923, -79.4062449)"
Villa Madina,Sandwichs et sous-marins;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Exclusive;Chicken;Sandwiches & Subs;Exclusivité;Moyen-Oriental;International,"(43.77508994508592, -79.25698034998476)"
Villa Madina,Sandwichs et sous-marins;American;Exclusive;Seafood;Exclusivité;BBQ;Souper;Poulet;Fruits de mer;Pub Food;Chicken;Barbecue;Sandwiches & Subs;Steakhouse;Américain,"(43.76273350621133, -79.41014536190187)"
Villa Madina,Exclusive;Exclusivité,"(43.707165, -79.398911)"
Villa Madina,Sandwichs et sous-marins;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Exclusive;Chicken;Sandwiches & Subs;Exclusivité;Moyen-Oriental;International,"(43.87007535900929, -79.28753317717667)"
Villa Madina,Sandwichs et sous-marins;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Chicken;Sandwiches & Subs;Moyen-Oriental;International,"(43.55880771806734, -79.71157785211489)"
Village Pizza,Italian;Canadian;Vegetarian;$10 Lunch;Pizza;Souper;Fait-maison;Poulet;Pub Food;Bistro;Canadien;Diner;Végétarien;Chicken;Homemade;Italien;Diner 10$;International,"(43.6519931, -79.4067119)"
Village Pizza,Italian;Canadian;Vegetarian;$10 Lunch;Pizza;Souper;Fait-maison;Poulet;Pub Food;Bistro;Canadien;Diner;Végétarien;Chicken;Homemade;Italien;Diner 10$;International,"(43.6616348, -79.4295012)"
Village Taste,Café/Thé;Desserts;Dessert;BBQ;Fait-maison;Poulet;Traiteur;Indian;Halal;Chicken;Coffee/Tea;Barbecue;Catering;Indien;Homemade,"(43.6249103, -79.6043539)"
Village Trattoria,Italian;Sans gluten;Seafood;Santé;Français;Desserts;Dessert;French;Fait-maison;Gluten Friendly;Fruits de mer;Sensible au gluten;Gluten Free;Pasta;Healthy;Homemade;Italien;Pâtes,"(43.6488894, -79.5282241)"
Village of India,Nouilles;Crèmerie;Ice Cream & Frozen Treats;Indian;Ben & Jerry's;Desserts;Noodle Shop;Indien;Dessert;International,"(43.6868038435, -79.7369481632)"
Vindaloo,Crèmerie;Vegetarian;Ice Cream & Frozen Treats;Indian;Ben & Jerry's;Santé;Végétarien;Indien;Healthy;International,"(43.7223666, -79.2351807)"
Vindaloo Express Indian Cuisine,Vegetarian;Seafood;Fast Food;Fait-maison;Poulet;Fruits de mer;Indian;Végétarien;Chicken;Prêt-à-manger;Indien;Homemade;International,"(43.7718201, -79.1870725)"
Vintage Thai,Fait-maison;Fruits de mer;Thaïlandais;Vegetarian;Seafood;Végétarien;Thai;Asiatique;Asian;Homemade;International,"(43.6445955, -79.5226903)"
Vipei Bistro,Italian;American;Breakfast & Brunch;Vegetarian;Ice Cream & Frozen Treats;$10 Lunch;Santé;BBQ;Fait-maison;Poulet;Crèmerie;Ben & Jerry's;Végétarien;Chicken;Déjeuner et brunch;Pasta;Barbecue;Américain;Healthy;Homemade;Italien;Diner 10$;Pâtes,"(43.7271223, -79.2296311)"
Vira's BBQ,BBQ;Fait-maison;Poulet;Chicken;Barbecue;Homemade,"(43.6701881, -79.4569635)"
Virtuous Pie,Ice Cream;Repas Familial;Italian;Vegetarian;Ice Cream & Frozen Treats;Santé;Desserts;Dessert;Vegan;Pizza;Crèmerie;Gluten Friendly;Sensible au gluten;Végétarien;Crème glacée;Végétalien;Healthy;Italien;Family Meals,"(43.6549101, -79.4145063)"
Vis A Vis,Pizza;Italian;Fait-maison;Canadian;Canadien;Desserts;Dessert;Homemade;Italien,"(43.8286068, -79.0971078)"
Vito's Pizza & Wings,Pizza;Locally Sourced;Poulet;Crèmerie;Canadian;Ice Cream & Frozen Treats;Canadien;Source locale;Ben & Jerry's;Chicken;Desserts;Dessert,"(43.566687, -79.642301)"
Viva Shawarma,Grec;Fast Food;Santé;Vegan;Souper;Fait-maison;Gluten Friendly;Sensible au gluten;Pub Food;Prêt-à-manger;Végétalien;Greek;Healthy;Homemade,"(43.7857036, -79.3520143)"
Vivo Pizza + Pasta,Pizza;Italian;Européen;Pasta;European;Italien;International;Pâtes,"(43.7332715298, -79.4507956368)"
Vivo Pizza + Pasta,Pizza;Italian;Européen;European;Italien;International,"(43.8465096743, -79.5522559558)"
Vivo Pizza + Pasta,Pizza;Italian;Européen;European;Italien;International,"(43.6543201, -79.4628954)"
Vivo Pizza + Pasta,Pizza;Italian;Européen;European;Italien;International,"(43.6198783201, -79.5542642484)"
Vivoli,Italian;Café/Thé;Seafood;Santé;Pizza;Fait-maison;Poulet;Fruits de mer;Chicken;Coffee/Tea;Pasta;Steakhouse;Healthy;Homemade;Italien;International;Pâtes,"(43.6548983, -79.4164765)"
W Burger Bar,Sandwichs et sous-marins;American;Burgers;Poisson-frites;Grec;Fait-maison;Wings;Poulet;Ailes;Fish and Chips;Chicken;Sandwiches & Subs;Hamburgers;Américain;Greek;Homemade,"(43.66139068218594, -79.3837214576721)"
Wah Sing Seafood Restaurant,Seafood;Noodle Shop;Asiatique;Asian;Souper;Fait-maison;Poulet;Nouilles;Fruits de mer;Diner;Chinese;Chicken;Chinois;Homemade,"(43.655637, -79.3937381)"
Wahlburgers,Sandwichs et sous-marins;Fait-maison;Canadian;Burgers;Canadien;Santé;Sandwiches & Subs;Desserts;Hamburgers;Dessert;Homemade;Healthy,"(43.6450344, -79.3921651)"
Wakame Sushi,Repas Familial;Japonais;Sushis;Santé;Sushi;Japanese;Asiatique;Asian;Healthy;Family Meals,"(43.71117869464979, -79.53129324523013)"
Wang's Kitchen,Vegetarian;Seafood;$10 Lunch;Noodle Shop;Asiatique;Asian;Poulet;Nouilles;Fruits de mer;Chinese;Végétarien;Chicken;Chinois;Diner 10$,"(43.608298808, -79.65039454)"
Warraich Meats,Poulet;Vegetarian;Indian;Végétarien;Chicken;Indien;International,"(43.7340992, -79.6055517)"
Warraich Meats,Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;International,"(43.8206785, -79.2618972)"
Warraich Meats,Poulet;Vegetarian;Indian;Végétarien;Chicken;Indien;International,"(43.709734, -79.653423)"
Warraich Meats,Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;International,"(43.7604758, -79.7162369)"
Warraich Meats,Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;International,"(43.7723205, -79.6889291)"
Watan Pizza and Grill,Burgers;Poisson-frites;Seafood;$10 Lunch;Pizza;Poulet;Fruits de mer;Fish and Chips;Tacos;Halal;Chicken;Hamburgers;Diner 10$,"(43.70789957787952, -79.34331005581487)"
Watts,Sandwichs et sous-marins;Canadian;Breakfast & Brunch;Burgers;Poisson-frites;Grec;Santé;Fait-maison;Wings;Poulet;Ailes;Fish and Chips;Canadien;Chicken;Déjeuner et brunch;Pasta;Sandwiches & Subs;Hamburgers;Greek;Healthy;Homemade;Pâtes,"(43.723447228618625, -79.29849930667547)"
Wazema,Sandwichs et sous-marins;Fait-maison;Vegetarian;Africain;Végétarien;Ethiopian;Sandwiches & Subs;Éthiopien;Homemade;African;International,"(43.6824635, -79.328522)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7687937, -79.555666)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6383971, -79.5389533)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6628298497, -79.3835178706)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7261899, -79.2918293)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.615443, -79.5248441)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.8254065, -79.2977185)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7009019, -79.5116056)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.659594922, -79.329112223)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.8019905, -79.1981879)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7130009, -79.4612751)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6175625, -79.5395806)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7872914, -79.5600539)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7051629, -79.3505443)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7832732, -79.2043877)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7858518, -79.4750278)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.8307662414, -79.3536959265)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6673911, -79.4889117)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6603721853, -79.3606517553)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6958083, -79.6307994)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.63871759504677, -79.623817112442)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.848374276315354, -79.53597844377032)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.776359, -79.6047152)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7885535, -79.4957414)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.8565849, -79.3592062)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7687008, -79.4121418)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7019145, -79.7121212)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6265013, -79.6788216)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.608114, -79.7011128)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6818199, -79.7146603)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.5283227434, -79.6750930577)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.5558519, -79.7109412)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.7187546, -79.5706036)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.5749111, -79.6449841)"
Wendy's,Poulet;Burgers;Exclusive;Fast Food;Chicken;Prêt-à-manger;Desserts;Exclusivité;Hamburgers;Dessert,"(43.6673394, -79.6650267)"
Westown Chinese,Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Souper;Fait-maison;Nouilles;Poulet;Fruits de mer;Pub Food;Bistro;Diner;Chinese;Végétarien;Chicken;Chinois;Fusion;Homemade;International,"(43.6567495, -79.3646685)"
Westown Chinese,Repas Familial;Seafood;Asiatique;Asian;BBQ;Gratuit;Thaïlandais;Végétarien;Barbecue;Thai;Chinois;Dîner;International;Vegetarian;Noodle Shop;Free;Lunch;Fait-maison;Nouilles;Poulet;Fruits de mer;Chinese;Chicken;Homemade;Family Meals,"(43.6589114, -79.4410464)"
Whale Juice & Blends,Café/Thé;Smoothies;Santé;Coffee/Tea;Healthy,"(43.6576239, -79.3818474)"
What A Bagel,Sandwichs et sous-marins;Bagels;Boulangerie/Pâtisserie;Breakfast & Brunch;Vegetarian;Smoothies;Bakery;Végétarien;Déjeuner et brunch;Sandwiches & Subs,"(43.647452550679105, -79.3961651490738)"
When The Pig Came Home Delicatessen,Sandwichs et sous-marins;Canadian;Organic;Delicatessen;Locally Sourced;Fait-maison;Poulet;Pub Food;Bistro;Canadien;Source locale;Chicken;Sandwiches & Subs;Épicerie fine;Biologique;Homemade,"(43.6653185, -79.4705863)"
Wicked Poutinerie,Fait-maison;Poulet;Canadian;Canadien;Santé;Chicken;Homemade;Healthy,"(43.5972874, -79.5230093)"
Wilcox Gastropub,Sandwichs et sous-marins;Canadian;Burgers;Pub Food;Bistro;Canadien;Sandwiches & Subs;Hamburgers;Fusion,"(43.606045395035544, -79.65289038465573)"
Wild Wing,Sandwichs et sous-marins;Hot dogs et saucisses;American;Canadian;Burgers;Desserts;Dessert;BBQ;Wings;Poulet;Ailes;Pub Food;Bistro;Canadien;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Américain,"(43.75627787228553, -79.31420556375429)"
Wild Wing,Sandwichs et sous-marins;Hot dogs et saucisses;American;Canadian;Burgers;Desserts;Dessert;BBQ;Souper;Wings;Poulet;Ailes;Pub Food;Bistro;Canadien;Diner;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Américain,"(43.6394009, -79.384935)"
Wild Wing,Sandwichs et sous-marins;Hot dogs et saucisses;American;Canadian;Burgers;Desserts;Dessert;BBQ;Wings;Poulet;Ailes;Pub Food;Bistro;Canadien;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Américain,"(43.8088245175, -79.2680383445)"
Wild Wing,Sandwichs et sous-marins;Hot dogs et saucisses;American;Canadian;Burgers;Desserts;Dessert;BBQ;Wings;Poulet;Ailes;Pub Food;Bistro;Canadien;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Américain,"(43.7210204613, -79.2365543172)"
Wild Wing,Sandwichs et sous-marins;Hot dogs et saucisses;American;Canadian;Burgers;Desserts;Dessert;BBQ;Wings;Poulet;Ailes;Pub Food;Bistro;Canadien;Hot Dogs & Sausages;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Américain,"(43.609042, -79.6967908)"
