Name,Cuisine,URL
Boston Pizza - Yonge & Gerrard,fingerfood;burgers;canadian;sandwiches,https://www.foodora.ca/restaurant/s0tc/boston-pizza-yonge-gerrard
Bow Thai,spicy;noodles;thai,https://www.foodora.ca/restaurant/s2bn/bow-thai
Bowl,salad;poke;seafood;asian,https://www.foodora.ca/restaurant/s6jy/bowl
Brazen Head,meat;british;sandwiches,https://www.foodora.ca/restaurant/s2xm/brazen-head
Bread and Bowl,home;made;fingerfood;american;breakfast,https://www.foodora.ca/restaurant/s3tk/bread-and-bowl
British Style Fish & Chips,fish;seafood,https://www.foodora.ca/restaurant/s1fi/british-style-fish
Broast Inn Chicken and Waffles,fries;fried;chicken;family;style;burgers;american,https://www.foodora.ca/restaurant/s3tl/broast-inn-chicken-and-waffles
Brock Sandwich,home;made;italian;sandwiches,https://www.foodora.ca/restaurant/e9ty/brocksandwich
Bros BBQ - Toronto,meat;bbq;family;style;canadian,https://www.foodora.ca/restaurant/s6if/bros-bbq-toronto
BuaBua Thai,curry;meat;salad;soup;noodles;asian;seafood,https://www.foodora.ca/restaurant/s7xk/buabua-thai
Bubble Lee,bubble;tea;asian,https://www.foodora.ca/restaurant/s9ky/bubble-lee
Bubby's New York Bagels,bagel;american;breakfast;mediterranean,https://www.foodora.ca/restaurant/s8ud/bubby-s-bagels
Bubby’s New York Bagels - Lawrence,bagel;american;bakery & cafe;breakfast,https://www.foodora.ca/restaurant/s8ht/bubby-s-new-york-bagels-lawrence
Burgatory,fingerfood;fries;american;burgers,https://www.foodora.ca/restaurant/s4cd/burgatory
Burger Factory,fries;meat;american;burgers,https://www.foodora.ca/restaurant/s3ld/burger-factory
Burger Factory - Mississauga,fries;meat;american;burgers,https://www.foodora.ca/restaurant/s7uo/burger-factory-mississauga
Burger Legend,fries;meat;salad;poutine;burgers,https://www.foodora.ca/restaurant/s2fs/burger-legend
Burgers n' Fries Forever,home;made;fingerfood;fries;meat;poutine,https://www.foodora.ca/restaurant/s8vc/burger-n-fries-forever
Burgerz,meat;pub;fare;american;vegetarian;burgers,https://www.foodora.ca/restaurant/s4mn/burgerz
Burgerz - Queen,meat;pub;fare;american;vegetarian;burgers,https://www.foodora.ca/restaurant/s4vq/burgerz-queen
Burrito Bandidos,spicy;wrap-burritos;mexican,https://www.foodora.ca/restaurant/s9rz/burrito-bandidos
Burrito Bandidos - Queen East,spicy;wrap-burritos;mexican,https://www.foodora.ca/restaurant/s4sx/burrito-bandidos-queen-east
Burrito Bandidos - Yonge,spicy;wrap-burritos;mexican,https://www.foodora.ca/restaurant/s2ps/burrito-bandidos-yonge
Burrito Boyz - Adelaide,wrap-burritos;mexican,https://www.foodora.ca/restaurant/s3mf/burrito-boyz-adelaide
Burrito Boyz - College,spicy;fingerfood;wrap-burritos;mexican,https://www.foodora.ca/restaurant/s3gh/burrito-boyz-college
Burrito Boyz - Roncesvalles,spicy;fingerfood;wrap-burritos;mexican,https://www.foodora.ca/restaurant/e3qb/burritoboyz
Burrito Festa,meat;salad;wrap-burritos;fried;chicken,https://www.foodora.ca/restaurant/s4qd/burrito-festa
Burrito Festa - Queen,meat;salad;wrap-burritos;fried;chicken,https://www.foodora.ca/restaurant/s0lg/burrito-festa-queen
Buster's Sea Cove - Bremner,greek;healthy;food;mediterranean;sandwiches,https://www.foodora.ca/restaurant/n1yg/bustersseacove
Butter Avenue,dessert;bakery & cafe,https://www.foodora.ca/restaurant/s3df/butter-avenue
Butter Baker,bakery & cafe,https://www.foodora.ca/restaurant/s8je/butter-baker
Butter Chicken Roti - Mississauga,spicy;curry;meat;indian,https://www.foodora.ca/restaurant/s4sa/butter-chicken-roti-mississauga
Butter Chicken Roti - York Mills,spicy;curry;meat;indian,https://www.foodora.ca/restaurant/s2ii/butter-chicken-roti-york-mills
By Dave,curry;meat;platters;burgers;healthy;food,https://www.foodora.ca/restaurant/s8af/by-dave
C & Dubbs Hamburgers Inc,fingerfood;fish;salad;sandwiches;burgers,https://www.foodora.ca/restaurant/s0cf/c-dubbs-hamburgers-inc
Cacao 70 - Distillery,pancakes-crépes;salad;dessert;sandwiches,https://www.foodora.ca/restaurant/s9nd/cacao-70-distillery
Cacao 70 - Queen Street,pancakes-crépes;salad;dessert;sandwiches,https://www.foodora.ca/restaurant/s0jm/cacao-70-queen-street
Cafe 668,soup;noodles;vegetarian,https://www.foodora.ca/restaurant/s3lk/cafe-668
Cafe De Khan,meat;bbq;middle;eastern,https://www.foodora.ca/restaurant/s4pr/cafe-de-khan
Cafe Diplomatico,pasta;pizza;italian,https://www.foodora.ca/restaurant/s1me/cafe-diplomatico
Cafe Neon - Queen W,salad;wrap-burritos;american;bakery & cafe,https://www.foodora.ca/restaurant/s1vs/cafe-neon-queen-w
Cafe Neon - Wallace,salad;wrap-burritos;american;bakery & cafe,https://www.foodora.ca/restaurant/s0pv/cafe-neon-wallace
Cafe Nuna,home;made;salad;breakfast;healthy;food,https://www.foodora.ca/restaurant/s5pu/cafe-nuna
Cafe Plus,british;sandwiches;breakfast,https://www.foodora.ca/restaurant/s5zd/cafe-plus
Cafe Tibet Bar and Grill,gluten;free;dumplings;salad;soup;burgers,https://www.foodora.ca/restaurant/s7xy/cafe-tibet-bar-and-grill
Cafe Tutti,home;made;ice;cream;salad;dessert;bakery & cafe,https://www.foodora.ca/restaurant/s0vc/cafe-tutti
Calabrese Pizza,pasta;salad;soup;italian,https://www.foodora.ca/restaurant/s6su/calabrese-pizza
Cali Mexican Grill,meat;taco;wrap-burritos;mexican,https://www.foodora.ca/restaurant/s7oq/cali-mexican-grill
California Roll,noodles;sushi;japanese,https://www.foodora.ca/restaurant/s0lz/california-roll
California Sandwiches - Dixie,meat;sandwiches,https://www.foodora.ca/restaurant/s9ej/california-sandwiches-dixie
California Sandwiches - Queensway,salad;dessert;sandwiches,https://www.foodora.ca/restaurant/s3az/california-sandwiches-queensway
Calii Love - First Canadian Place,salad;noodles;poke;vegetarian;healthy;food,https://www.foodora.ca/restaurant/s8bw/calii-love-first-canadian-place
Calii Love - King W,fish;asian;vegetarian;healthy;food,https://www.foodora.ca/restaurant/s6gw/calii-love-king-w
Capocaccia Trattoria,fingerfood;pasta;salad;italian;pizza,https://www.foodora.ca/restaurant/s1qe/capocaccia-trattoria
Carbon Bar,fingerfood;meat;salad;sandwiches;canadian,https://www.foodora.ca/restaurant/s1db/carbon-bar
Carbon Bar - Queensway,meat;fried;chicken;sandwiches;american,https://www.foodora.ca/restaurant/s4zn/carbon-bar-queensway
Caribbean Sunset - Meyerside,meat;asian;indian;caribbean,https://www.foodora.ca/restaurant/s9lo/caribbean-sunset-meyerside
Carinderia,bbq;filipino;breakfast;asian,https://www.foodora.ca/restaurant/s5el/carinderia
Carole's Cheesecake Cafe,bakery & cafe;sandwiches,https://www.foodora.ca/restaurant/s3ln/carole-s-cheesecake
Carole's Cheesecake Counter,dessert;bakery & cafe,https://www.foodora.ca/restaurant/s7ob/carole-s-cheesecake-counter
Casa Di Giorgio Restaurant,fish;meat;pasta;salad;soup;italian;pizza,https://www.foodora.ca/restaurant/s6ak/casa-di-giorgio
Casa Manila,salad;soup;seafood;asian,https://www.foodora.ca/restaurant/s5td/casa-manila
Casa Sushi,noodles;japanese;sushi,https://www.foodora.ca/restaurant/s1ui/casa-sushi
Cauldron Ice Cream,dessert;asian;bakery & cafe;american,https://www.foodora.ca/restaurant/s9pm/cauldron-ice-cream
Centrale Bergham - Queen,fingerfood;fries;halal;meat;spicy;american,https://www.foodora.ca/restaurant/s5xx/centrale-bergham-queen
Chadani Indian Cuisine,spicy;curry;meat;indian,https://www.foodora.ca/restaurant/s8co/chadani-indian-cuisine
