Name,Cuisine,Coordinate
Paramount Fine Foods - Yorkville,halal;meat;salad;wrap-burritos;middle;eastern,"(43.670697, -79.390324)"
Paramount Lebanese Kitchen - First Canadian Place,halal;falafel;kebab;salad;wrap-burritos;mediterranean,"(43.64866, -79.381576)"
Paramount Middle Eastern Kitchen - Erin Mills,falafel;fries;meat;salad;juice-smoothie;soup,"(43.556453, -79.71003)"
Parcheggio by Oliver & Bonacini,meat;pasta;sandwiches;italian,"(43.767745, -79.38545)"
Parka Food Co.,home;made;vegan;burgers;healthy;food,"(43.648496, -79.398113)"
Parkdale Pizza,italian;pizza,"(43.641579, -79.430588)"
Pasta Craft,meat;pasta;mediterranean;pizza;italian,"(43.64481, -79.393578)"
Pasta Craft - Queen,meat;pasta;mediterranean;pizza;italian,"(43.647519, -79.400898)"
Pasta Pronto,pasta;italian,"(43.687412, -79.396727)"
Pazza Pazza,italian;pizza,"(43.699539,-79.431694)"
Peking Express,soup;noodles;seafood;chinese,"(43.656751, -79.364669)"
Pennies,home;made;fingerfood;american;burgers,"(43.64328, -79.412117)"
Pepe's Perogies - Jane St,pierogis;american,"(43.705723, -79.504196)"
Pero Restaurant & Lounge,fingerfood;gluten;free;home;made;vegan,"(43.662708, -79.422775)"
Philly Fred - Jane St.,meat;sandwiches,"(43.705723, -79.504196)"
Philly Fred - Pape (A Jackpot Brandz Kitchen),fingerfood;fries;american;canadian;sandwiches,"(43.689774, -79.349327)"
Philthy Philly's - Etobicoke,meat;sandwiches;american,"(43.674067, -79.470479)"
Philthy Philly's - Mississauga,meat;sandwiches;american,"(43.509537, -79.631017)"
Pho Challenge,curry;meat;salad;juice-smoothie;soup;noodles,"(43.688671, -79.348384)"
Pho King Fabulous!,home;made;soup;japanese;vietnamese,"(43.710354, -79.398956)"
Pho Now,noodles;asian;vietnamese,"(43.667519, -79.48691)"
Pho Queen City,meat;soup;noodles;platters;seafood;vietnamese,"(43.582328, -79.618546)"
Pho Saigon Bangkok,noodles;soup;asian;vietnamese,"(43.669609, -79.482262)"
Pho U,meat;noodles;vietnamese,"(43.661619, -79.367086)"
Pho Vistro,home;made;vegan;spicy;soup;ramen;vietnamese,"(43.650188, -79.389053)"
Pho Vistro Express,asian,"(43.733638, -79.419369)"
Pho Xe Lua Vietnamese Cuisine,meat;soup;noodles;asian,"(43.791051, -79.367156)"
Pho Xin Chao,meat;salad;soup;noodles;platters;sandwiches,"(43.799639, -79.420133)"
Phyllo cafe,meat;healthy;food;greek,"(43.689286, -79.34891)"
Pi Co - Sherway,gluten;free;home;made;fingerfood;american,"(43.611729, -79.558426)"
Pi Co Pizza - 60 Colborne,gluten;free;home;made;fingerfood;salad,"(43.649204, -79.374809)"
Pi Co Pizza - Bloor East,gluten;free;home;made;fingerfood;salad,"(43.671649, -79.383034)"
Pi Co. Pizza - Bathurst,fingerfood;salad;dessert;pizza,"(43.665516, -79.409237)"
Pi Co. Pizza - Bloor,gluten;free;home;made;fingerfood;salad,"(43.669979, -79.389931)"
Pi Co. Pizza - Danforth,gluten;free;home;made;fingerfood;salad,"(43.676499, -79.358052)"
Pi Co. Pizza - Don Mills,salad;american;italian;pizza,"(43.735335, -79.344006)"
Pi Co. Pizza - Eglinton,gluten;free;home;made;fingerfood;american,"(43.705177, -79.397812)"
Pi Co. Pizza - Spadina,gluten;free;fingerfood;meat;dessert;american,"(43.647425, -79.396409)"
Pi Co. Pizza - St. Clair West,gluten;free;home;made;fingerfood;american,"(43.681437, -79.425694)"
Pi Co. Pizza - TD Centre,gluten;free;home;made;fingerfood;american,"(43.646906, -79.382901)"
Piazzetta Trattoria,fingerfood;italian;pizza,"(43.733547, -79.404137)"
Pickle Barrel - Centerpoint,fingerfood;juice-smoothie;breakfast;american,"(43.795887, -79.421294)"
Pickle Barrel - Sherway Gardens,fingerfood;fish;meat;pasta;canadian;american,"(43.611523, -79.555172)"
Pickle Barrel - Yonge & Eglinton,fingerfood;fish;meat;pasta;american;canadian,"(43.707503, -79.398763)"
Pico de Gallo,home;made;fingerfood;taco;wrap-burritos,"(43.654774, -79.402206)"
Pie Bar,pasta;italian;pizza,"(43.638294, -79.380577)"
Pig Out BBQ,meat;burgers;sandwiches;american,"(43.663176, -79.402457)"
Piri Piri Grill House,fingerfood;meat;spicy;mediterranean,"(43.6662, -79.449867)"
Pita Ikram,mediterranean,"(43.692341, -79.440869)"
Pita Ikram - North York,mediterranean,"(43.767636, -79.475954)"
Pita Land - Eglinton,meat;middle;eastern,"(43.605487, -79.653377)"
Pita Pit - Keele,fingerfood;mediterranean;sandwiches;middle;eastern,"(43.773364, -79.491973)"
Pita Pit - Lakeshore,fingerfood;mediterranean;sandwiches;middle;eastern,"(43.594471, -79.533607)"
Pita Pit - Mississauga,halal;gluten;free;vegan;wrap-burritos;canadian,"(43.528454, -79.674877)"
Pizza Balboa,meat;pasta;salad;dessert;american;canadian,"(43.64481, -79.393578)"
Pizza Balboa - Queen,meat;pasta;salad;dessert;american;italian,"(43.647541, -79.400916)"
Pizza Del Arte,meat;salad;italian;pizza,"(43.654357, -79.452104)"
Pizza Del Arte - Bloor,meat;salad;italian;pizza,"(43.661715, -79.426151)"
Pizza Depot,halal;fries;meat;salad;bbq;canadian;pizza,"(43.566935, -79.775536)"
Pizza Nova - 267 College,salad;sandwiches;pizza,"(43.657646, -79.399565)"
Pizza Nova - 526 Church,salad;sandwiches;pizza,"(43.664788, -79.380737)"
Pizza Nova - 703 College,salad;sandwiches;pizza,"(43.655066, -79.418046)"
Pizza Nova - 997 Bay,salad;sandwiches;pizza,"(43.665321, -79.387122)"
Pizza Rustica,fingerfood;meat;american;pizza;italian,"(43.644939, -79.391785)"
Pizza Shab - Night Pizza,fries;pizza,"(43.77673, -79.414169)"
Pizza Shab - Yonge & Dundas,fries;middle;eastern;pizza,"(43.657174, -79.378525)"
Pizza Studio,meat;dessert;italian;pizza,"(43.769606, -79.501923)"
Pizza and Hot Wings,meat;salad;pizza,"(43.807704, -79.356623)"
Pizzeria Libretto - King W,home;made;spicy;fingerfood;italian;mediterranean,"(43.644505, -79.398811)"
Pizzeria Libretto - Ossington,home;made;spicy;fingerfood;mediterranean,"(43.649001, -79.420414)"
Pizzeria Via Mercanti - Elm St,italian;pizza,"(43.656796, -79.386208)"
Planta Burger,vegan;vegetarian;burgers,"(43.651104, -79.379166)"
Playa Cabana,taco;mexican;seafood;vegetarian,"(43.676121, -79.40126)"
Playa Cabana - Saint Clair,meat;taco;wrap-burritos;latin;american,"(43.68823, -79.392879)"
Pogue Mahone,fries;burgers;sandwiches,"(43.66082, -79.384491)"
Poke Inn,fish;meat;japanese;asian,"(43.663982, -79.380066)"
Poke Sushi,meat;salad;juice-smoothie;soup;noodles,"(43.640395, -79.436577)"
PokeBox - University,salad;seafood;sushi;vegetarian;asian,"(43.658896, -79.391092)"
Pokito,asian;japanese;seafood;sushi,"(43.648521, -79.397987)"
Pomarosa Coffee Shop & Kitchen,gluten;free;healthy;food;latin;american,"(43.683243, -79.325461)"
Popeyes Chicken - Bloor & Bathurst,fingerfood;fries;meat;fried;chicken;family;style,"(43.665173, -79.41037)"
Popeyes Chicken - Burnhamthorpe Rd,spicy;fries;meat;fried;chicken;family;style,"(43.641531, -79.577321)"
Popeyes Chicken - Deloraine,fingerfood;fries;meat;fried;chicken;family;style,"(43.734382, -79.404423)"
Popeyes Chicken - Dufferin,fingerfood;fries;meat;fried;chicken;family;style,"(43.659809, -79.434654)"
Popeyes Chicken - Eglinton,fingerfood;fries;meat;fried;chicken;family;style,"(43.707878, -79.392029)"
Popeyes Chicken - Eglinton & Dufferin,fingerfood;fries;meat;fried;chicken;family;style,"(43.695379, -79.451253)"
Popeyes Chicken - Etobicoke,fingerfood;fries;meat;fried;chicken;family;style,"(43.636154, -79.540565)"
Popeyes Chicken - Gerrard Square Mall,fingerfood;fries;meat;fried;chicken;family;style,"(43.668659, -79.338939)"
Popeyes Chicken - Lake Shore Blvd - Etobicoke,fingerfood;fries;fried;chicken;family;style,"(43.601954, -79.499249)"
Popeyes Chicken - Park Lawn,spicy;fries;meat;fried;chicken;family;style,"(43.628004, -79.489282)"
Popeyes Chicken - Queen & Spadina,fingerfood;fries;meat;fried;chicken;family;style,"(43.649047, -79.397172)"
Popeyes Chicken - Queen Street East,fingerfood;fries;meat;fried;chicken;family;style,"(43.669369, -79.302216)"
Popeyes Chicken - St Clair & Dufferin,fingerfood;fried;chicken;family;style;american,"(43.677872, -79.442734)"
Popeyes Chicken - Yonge & Finch,fingerfood;fries;meat;fried;chicken;family;style,"(43.792274, -79.41806)"
Popeyes Chicken - Yonge & St. Clair,fingerfood;fries;meat;fried;chicken;family;style,"(43.689545, -79.395058)"
Popeyes Chicken - York Mills,fingerfood;fries;meat;fried;chicken;family;style,"(43.754171, -79.349493)"
Popeyes Chicken - Yorkdale,fries;fried;chicken;american,"(43.722558, -79.456158)"
Porchetta & Co - Exchange Tower,fingerfood;fried;chicken;fries;home;made,"(43.64817, -79.383492)"
Porchetta & Co - King W,fingerfood;fried;chicken;fries;home;made,"(43.644569, -79.398857)"
Portuguese Chicken Guys,spicy;meat;mediterranean;sandwiches,"(43.653988, -79.425903)"
Potatopia - North York,fingerfood;american,"(43.763229, -79.411079)"
Poutine Corner,fish;fries;meat;juice-smoothie;poutine;canadian,"(43.692017, -79.531649)"
Poutine Delight - Dundas,fingerfood;meat;pub;fare;poutine;canadian,"(43.665775, -79.473701)"
Poutine Delight - Parliament,meat;salad;american,"(43.662484, -79.367011)"
Poutine Mountain,fries;meat;salad;fried;chicken;poutine;poutines,"(43.64481, -79.393578)"
Poutine Mountain - Queen,fries;meat;salad;fried;chicken;poutine;canadian,"(43.647505, -79.400877)"
Pray Tell,fingerfood;meat;family;style;canadian,"(43.65445, -79.423044)"
Pumpernickel's - North York,american,"(43.78101, -79.416562)"
Pure Pizza and Burger,halal;fries;indian;italian;pizza,"(43.659514, -79.366164)"
Qiao Tao PaiGu,meat;asian,"(43.760378, -79.411115)"
Qinthai Chinese Cuisine,curry;fish;meat;soup;noodles;dessert;canadian,"(43.678837, -79.473658)"
Queen Margherita Pizza - Dundas,salad;italian;pizza,"(43.652119, -79.407463)"
Queen Margherita Pizza - Leslieville,burgers;italian;pizza,"(43.664757, -79.324295)"
Queens Head,burgers;sandwiches;thai,"(43.663277, -79.330757)"
Quesada Burritos & Tacos - Jarrow Ave,spicy;taco;wrap-burritos;mexican,"(43.61204, -79.578297)"
Quick Buns,meat;dessert;american;canadian;pizza;vegetarian,"(43.64481, -79.393578)"
Quick Pita Express - Gerrard,meat;poutine;poutines;sandwiches;middle;eastern,"(43.659836, -79.3793)"
Quick Pita Lebanese - Dundas Square,meat;middle;eastern,"(43.657331, -79.380949)"
Quizno's Subs - Mississauga,fingerfood;meat;salad;soup;dessert;american,"(43.509466, -79.631137)"
Quiznos - Keele,fingerfood;meat;american;canadian;sandwiches,"(43.757807, -79.489223)"
Rain Sushi,fingerfood;fish;salad;soup;dessert;asian,"(43.675981, -79.45069)"
Raku,soup;noodles;asian;japanese,"(43.648213, -79.399491)"
Ramen Isshin,ramen;foodora;exclusive;asian;japanese,"(43.650352, -79.384069)"
Ramen Isshin Queen West,meat;noodles;ramen;foodora;exclusive,"(43.647297, -79.402487)"
Randy's Roti and Doubles,curry;meat;salad;poutine;sandwiches;vegetarian,"(43.672537, -79.387843)"
Raps Authentic Jamaican,fish;meat;fried;chicken;bbq;caribbean,"(43.697441, -79.4411)"
Ravi Soups - Adelaide,soup;sandwiches,"(43.647491, -79.391953)"
Ravi Soups - Queen W,home;made;soup;wrap-burritos;sandwiches,"(43.643208, -79.423821)"
RawBlendz Juice & Salad,gluten;free;home;made;vegan;fingerfood,"(43.558407, -79.578154)"
Real Sports,fingerfood;fries;meat;fried;chicken;pub;fare,"(43.642811, -79.380096)"
Red & White Shawarma,meat;salad;middle;eastern,"(43.704561, -79.492188)"
Red Lobster - Downtown,fish;meat;seafood,"(43.656399, -79.38195)"
Red Lobster - Dufferin,fish;meat;seafood,"(43.718295, -79.455731)"
Red Lobster - Mississauga,fish;platters;seafood,"(43.576662, -79.653672)"
Red Lobster - Sherway Garden,fish;meat;seafood,"(43.614358, -79.557397)"
Red Lobster - Thornhill,fish;meat;seafood,"(43.806055, -79.421984)"
Rei Do Churrasco,fish;meat;portuguese;sandwiches;seafood,"(43.591657, -79.597315)"
Remix Resto Lounge,vegan;fish;fries;meat;salad;soup;taco;poutine,"(43.649289, -79.425861)"
Renforth Mall Fish & Chips,dumplings;fish;fries;meat;salad;juice-smoothie,"(43.650812, -79.580522)"
Restaurant Sprout,meat;salad;soup;wrap-burritos;noodles,"(43.687778, -79.39478)"
Revitasize,salad;soup;dessert;healthy;food,"(43.576806, -79.592894)"
Revitasize - Yonge,vegan;salad;soup;wrap-burritos;dessert,"(43.715248, -79.399951)"
Ritz Caribbean Foods - Bloor,meat;seafood;caribbean,"(43.669504, -79.386601)"
Riz On St Clair,gluten;free;asian;chinese;seafood;vegetarian,"(43.681313, -79.428397)"
Riz On Yonge,gluten;free;sushi;japanese,"(43.730797, -79.403694)"
Robo Sushi,noodles;ramen;japanese;sushi,"(43.754746, -79.349569)"
Rocco's Fried Chicken,fries;fried;chicken;american,"(43.64481, -79.393578)"
Rocco’s Fried Chicken - Queen,fries;fried;chicken;american,"(43.647503, -79.400943)"
Rocky Mountain Chocolate,fingerfood;bakery & cafe,"(43.593259, -79.641285)"
Rollstar Sushi,spicy;fish;meat;salad;soup;platters;asian,"(43.674677, -79.388774)"
Rolltation Sushi Burrito - Dundas,wrap-burritos;poke;asian;seafood,"(43.654755, -79.387489)"
Rolltation Sushi Burrito- Carlton,poke;wrap-burritos;asian;seafood,"(43.661213, -79.382683)"
Rolltation Sushi Burrito- Yonge & Bloor,wrap-burritos;poke;asian;sushi;seafood,"(43.669346, -79.386832)"
Rolltation Sushi Burrito- Yonge & Eglinton,wrap-burritos;poke;asian;seafood,"(43.70755, -79.398125)"
Room Service & Co,pub;fare;burgers;sandwiches;canadian,"(43.512846, -79.628408)"
Rosedale's Finest,salad;breakfast;canadian;pizza;sandwiches,"(43.686092, -79.37665)"
Roses New York Restaurant,fries;kebab;burgers;italian;mediterranean,"(43.639282, -79.398628)"
Rosewood Asian Cuisine,dumplings;noodles;dim;sum;sushi;chinese,"(43.653028, -79.396673)"
Rossini,pasta;italian,"(43.735378, -79.420181)"
Roti Time,home;made;spicy;curry;meat;asian;indian,"(43.668279, -79.487253)"
Roti's To Go,meat;indian,"(43.656297, -79.378621)"
Roywoods,meat;sandwiches;caribbean,"(43.6394, -79.398285)"
Roywoods - Front St,meat;sandwiches;caribbean,"(43.644903, -79.381836)"
Roywoods - Ossington,fingerfood;curry;fries;meat;salad;fried;chicken,"(43.648666, -79.420792)"
Rudy - College,fingerfood;american;burgers;canadian,"(43.654907, -79.414818)"
Rudy - Duncan,fingerfood;american;burgers;canadian,"(43.650017, -79.389188)"
Rusi,curry;asian,"(43.649067, -79.37693)"
Ryus Noodle Bar - Broadview,spicy;noodles;ramen;japanese;asian,"(43.677086, -79.358948)"
SALAD BAR a digital pop-up by Pi Co. - Bay,meat;salad;canadian;vegetarian;healthy;food,"(43.669978, -79.389934)"
SALAD BAR a digital pop-up by Pi Co. - Danforth,meat;salad;breakfast;canadian;vegetarian,"(43.676419, -79.358409)"
SALAD BAR a digital pop-up by Pi Co. - Don Mills,meat;salad;canadian;vegetarian;healthy;food,"(43.735179, -79.343563)"
SALAD BAR a digital pop-up by Pi Co. - Eglinton,meat;salad;canadian;vegetarian;healthy;food,"(43.7052, -79.397832)"
SALAD BAR a digital pop-up by Pi Co. - Spadina,meat;salad;canadian;vegetarian;healthy;food,"(43.647777, -79.396311)"
SARA,home;made;fish;salad;poke;healthy;food,"(43.644548, -79.40026)"
SK Grill N Chill,bbq;middle;eastern,"(43.609494, -79.696349)"
SU&BU,fingerfood;fish;poke;spicy;taco;wrap-burritos,"(43.647244, -79.39016)"
Sabai Sabai on Bloor,meat;thai;vegetarian,"(43.670315, -79.384651)"
Saffron Spice Kitchen,spicy;curry;indian,"(43.648369, -79.397217)"
Saigon Lotus,home;made;vegan;spicy;salad;soup;vegetarian,"(43.654324, -79.399017)"
Saigon Pai,meat;soup;noodles;vietnamese,"(43.663446, -79.367792)"
Saku Sushi,fish;japanese;sushi,"(43.648071, -79.400284)"
Sakura Cuisine,fingerfood;asian;japanese;sushi,"(43.666115, -79.407227)"
Salad King,gluten;free;thai;asian,"(43.657635, -79.382084)"
Salad King - Catering,gluten;free;thai;asian,"(43.657626, -79.382121)"
Salt & Tobacco,gluten;free;vegan;meat;salad;italian;pizza,"(43.665361, -79.368266)"
Salto Restaurant and Bar,pasta;pizza;italian,"(43.674824, -79.430916)"
Salus Fresh Foods - Eglinton,gluten;free;vegan;salad;vegetarian;healthy;food,"(43.70711, -79.397918)"
Salus Fresh Foods - Peter,gluten;free;vegan;mediterranean;mexican,"(43.647511, -79.392723)"
Salus Fresh Foods - The Path,gluten;free;vegan;mediterranean;mexican,"(43.649445, -79.378344)"
Samba Brazil Eatery,fries;meat;dessert;burgers;pizza;seafood,"(43.674999, -79.457338)"
San Francesco Foods (10 Clinton),meat;italian;sandwiches,"(43.653767, -79.413322)"
San Francesco Foods (3233 Yonge),american;italian;sandwiches,"(43.728657, -79.402995)"
San Francesco Foods - Danforth,fries;meat;pasta;salad;poutine;italian;seafood,"(43.680012, -79.338739)"
San Francesco's Foods - Dixie,home;made;fingerfood;meat;american,"(43.638142, -79.622472)"
San Francesco's Foods - Laird Dr,home;made;meat;american;sandwiches,"(43.703644, -79.361061)"
Sandwich Box,gluten;free;meat;salad;sandwiches,"(43.670003, -79.389809)"
Sans Gluten,pasta;italian;pizza;sandwiches;healthy;food,"(43.64481, -79.393578)"
Sans Gluten - Queen,pasta;italian;pizza;sandwiches;healthy;food,"(43.647541, -79.401016)"
Sansotei Ramen - City Place,dumplings;meat;soup;noodles;fried;chicken,"(43.63909, -79.398345)"
Saruti Indian,spicy;curry;meat;indian,"(43.64481, -79.393578)"
Saruti Indian - Queen,spicy;curry;meat;indian,"(43.647527, -79.40097)"
Satay on the Road,spicy;thai;asian,"(43.735275, -79.419647)"
Satay on the Road - Bayview,healthy;food;seafood;thai,"(43.705548, -79.375296)"
Savera Indian Cuisine,spicy;curry;indian,"(43.680416, -79.430695)"
Sawadee (Chinese food Gallery),noodles;asian;chinese,"(43.703136, -79.414913)"
Scotthill Caribbean Cuisine,spicy;curry;meat;fried;chicken;bbq;caribbean,"(43.733952, -79.419456)"
Sea Witch Fish & Chips,fish;fries;seafood;british,"(43.68214, -79.424065)"
Secret Pizza,pizza,"(43.66426, -79.380203)"
Selam Vegan,healthy;food,"(43.662907, -79.42267)"
Señor Burrito,meat;taco;wrap-burritos;mexican,"(43.526267, -79.65195)"
Shadi Shawarma,halal;meat;salad;sandwiches;middle;eastern,"(43.651108, -79.475751)"
Shanghai Shikumen Fine Cuisine,spicy;fish;meat;soup;noodles;asian;seafood,"(43.653008, -79.398903)"
Sharetea - Dundas,juice-smoothie;dessert;bubble;tea;asian,"(43.656536, -79.377792)"
Sharetea - Waterfront,juice-smoothie;japanese;asian,"(43.640244, -79.380011)"
Shatter Abbas,kebab;meat;salad;wrap-burritos;platters,"(43.639742, -79.382718)"
Shatter Abbas - 6464 Yonge,kebab;meat;salad;wrap-burritos;platters,"(43.795868, -79.422284)"
Shawarma Boys,fingerfood;falafel;fries;meat;sandwiches,"(43.679375, -79.344711)"
Shawarma Flavors,meat;salad;wrap-burritos;dessert;poutine,"(43.564236, -79.635546)"
Shawarma House,burgers;greek;mediterranean;sandwiches,"(43.649612, -79.365654)"
Shawarma Land,meat;salad;soup;pizza;middle;eastern,"(43.64481, -79.393578)"
Shawarma Land - Queen,meat;salad;soup;pizza;middle;eastern,"(43.647488, -79.400843)"
Shawarma Q,wrap-burritos;middle;eastern,"(43.687225, -79.396652)"
Shi Miao Dao Rice Noodle,meat;soup;noodles;chinese,"(43.653639, -79.398667)"
Shibui Japanese Eatery,vegan;fish;meat;salad;noodles;asian;seafood,"(43.703769, -79.388588)"
Shish,spicy;curry;mediterranean,"(43.662987, -79.330498)"
Shish Express,meat;salad;sandwiches;mediterranean,"(43.655875, -79.455628)"
Shish Kabab Express,kebab;meat;wrap-burritos;middle;eastern,"(43.655784, -79.384473)"
Shish Mahal Indian Cuisine,spicy;curry;meat;vegetarian;indian,"(43.518058, -79.694509)"
Sho Izakaya,fries;salad;sushi,"(43.641284, -79.434547)"
Shola Vegan.I.Thali,caribbean;vegetarian,"(43.689354, -79.297104)"
Si Lom Thai Bistro,curry;noodles;spicy;thai,"(43.665009, -79.380814)"
Silk Thai,curry;salad;soup;noodles;thai,"(43.665321, -79.466435)"
Simple Fresh,soup;noodles;asian,"(43.679039, -79.345623)"
Simply Poutine,halal;spicy;falafel;fries;meat;soup;poutine,"(43.692368, -79.440918)"
Simply Poutine - North York,spicy;falafel;fries;meat;soup;poutine;french,"(43.767637, -79.475034)"
Sina Persian Cuisine,halal;spicy;meat;salad;mediterranean;mexican,"(43.704997, -79.40775)"
Sip Wine Bar,mediterranean;pizza,"(43.709667, -79.398381)"
Sir Greek,fingerfood;fish;fries;meat;salad;wrap-burritos,"(43.681904, -79.329659)"
Sir Winston Bistro Cafe,meat;pasta;salad;juice-smoothie;canadian,"(43.598163, -79.782448)"
Sizzlo'z Flame Grilled Chicken - Tenth Line,spicy;fries;meat;salad;wrap-burritos;fried;chicken,"(43.558413, -79.741978)"
Skewers Grill'd,meat;salad;caribbean;seafood;vegetarian,"(43.64481, -79.393578)"
Slab Burger,american;canadian;burgers,"(43.668098, -79.388519)"
Slab Pizza,american;canadian;italian;pizza,"(43.668072, -79.388367)"
Smoke's Poutinerie - Adelaide St W,fries;meat;poutine;poutines;canadian,"(43.648562, -79.387728)"
Smoke's Poutinerie - Bloor St W,meat;poutine;poutines;canadian,"(43.665604, -79.40973)"
Smoke's Poutinerie - Dundas St E,fries;meat;poutine;poutines;canadian,"(43.657209, -79.373623)"
Smoke's Poutinerie - Liberty Village,fries;meat;poutine;poutines;canadian,"(43.639526, -79.421318)"
Smoke's Poutinerie - Mississauga,fries;poutine;poutines;canadian,"(43.585726, -79.645939)"
Smoke's Poutinerie - Queen West,fries;meat;poutine;poutines;canadian,"(43.647302, -79.403698)"
Smoke's Poutinerie - Spadina Ave,fries;meat;poutine;poutines;canadian,"(43.65829, -79.399856)"
Smoke's Poutinerie - Yonge St,fries;meat;poutine;poutines;canadian,"(43.759344, -79.410793)"
Smoque N Bones,spicy;fingerfood;meat;bbq;sandwiches,"(43.645786, -79.410755)"
SoSo Food Club,vegan;dumplings;fish;meat;noodles;fried;chicken,"(43.649495, -79.421695)"
Soban Cafe,ice;cream;fried;chicken;asian,"(43.77935, -79.415527)"
Some Time Seafood Chinese Restaurant,meat;noodles;chinese,"(43.655712, -79.393906)"
Song Cook's,dumplings;meat;soup;wrap-burritos;noodles,"(43.79843, -79.422461)"
Sophie's Dine-In & Takeout,fingerfood;fries;meat;salad;soup;dessert,"(43.70486, -79.408218)"
Soufi's,bakery & cafe;vegetarian;middle;eastern,"(43.646618, -79.407532)"
Souk Tabule,gluten;free;home;made;vegan;fingerfood,"(43.653804, -79.354407)"
South St Burger - Mississauga,meat;salad;american;burgers,"(43.596699, -79.785371)"
South St. Burger - Etobicoke,fries;meat;burgers,"(43.631519, -79.518242)"
South St. Burger - St. Clair,fries;meat;burgers,"(43.680939, -79.427895)"
Souvlaki Express,home;made;salad;greek;mediterranean,"(43.655801, -79.364559)"
Souvlaki Express - Uptown,home;made;greek;mediterranean,"(43.707481, -79.38958)"
Spice Dabba,curry;meat;soup;dessert;vegetarian;indian,"(43.695612, -79.451356)"
Spice Indian Bistro,spicy;kebab;meat;indian,"(43.653982, -79.369077)"
Spot Crepes and Tea,pancakes-crépes;asian;bakery & cafe,"(43.656391, -79.399002)"
Spring China House - Eglinton,spicy;fish;meat;soup;noodles;asian;seafood,"(43.700027, -79.429051)"
Spring China House - North York,spicy;meat;soup;noodles;asian;vegetarian,"(43.763782, -79.399271)"
Spring N Fresh Rolls,fish;meat;soup;noodles;family;style;platters,"(43.726071, -79.286616)"
Spring Rolls,dumplings;soup;noodles;chinese;sushi,"(43.656333, -79.382503)"
Spring Sushi,fish;asian;sushi,"(43.656464, -79.380562)"
St. Matthews BBQ Chicken,fries;meat;salad;chinese;spanish,"(43.682213, -79.468948)"
Steak & Cheese Factory - Dundas Square,sandwiches;american,"(43.657331, -79.380949)"
Steak & Cheese Factory - Gerrard,fingerfood;fries;burgers;canadian;sandwiches,"(43.659859, -79.37899)"
Stock-In-Trade,home;made;meat;american;burgers;sandwiches,"(43.682022, -79.330505)"
Strange Love Coffee - Beverley Hotel,gluten;free;vegan;meat;salad;dessert;sandwiches,"(43.649472, -79.392022)"
Strange Love Coffee - Queen,gluten;free;vegan;meat;salad;dessert;bakery & cafe,"(43.647244, -79.403199)"
Student Biryani,meat;chinese;sandwiches;middle;eastern,"(43.590756, -79.679274)"
Stuff'd Grilled Cheese,meat;burgers;sandwiches,"(43.651766, -79.404966)"
Su&Shi Noodle House - Mississauga,fingerfood;soup;noodles;ramen;asian;chinese,"(43.593121, -79.642352)"
Su&Shi Noodle House - North York,japanese;sushi,"(43.726192, -79.45208)"
Subway - 1132 Queen St. W,meat;salad;american;healthy;food;sandwiches,"(43.643287, -79.424078)"
Subway - 1159 Dundas St. W,meat;salad;american;healthy;food;sandwiches,"(43.64925, -79.421368)"
Subway - 1395 Queen St. W,meat;salad;american;healthy;food;sandwiches,"(43.640453, -79.436625)"
Subway - 1568 Danforth Ave,meat;salad;american;healthy;food;sandwiches,"(43.68353, -79.323805)"
Subway - 1763 Eglinton Ave W.,meat;salad;american;healthy;food;sandwiches,"(43.696021, -79.448357)"
Subway - 2735 Lakeshore Blvd. W,meat;salad;american;healthy;food;sandwiches,"(43.60222, -79.498157)"
Subway - 3119 Dufferin St.,meat;salad;american;healthy;food;sandwiches,"(43.716686, -79.45485)"
Subway - 366 Bloor St. E,meat;salad;american;healthy;food;sandwiches,"(43.672493, -79.378208)"
Subway - 5067 Dixie Rd.,meat;salad;american;healthy;food;spanish,"(43.636756, -79.620903)"
Subway - 562 Kipling Ave.,meat;salad;american;healthy;food;sandwiches,"(43.615017, -79.524519)"
Subway - 696 St. Clair Ave West,fish;meat;salad;soup;sandwiches,"(43.681878, -79.426218)"
Subway - 727 Queen St. E,meat;salad;american;healthy;food;sandwiches,"(43.658939, -79.349053)"
Subway - 769 Dundas St. W,meat;salad;american;healthy;food;sandwiches,"(43.651943, -79.40687)"
Subway - 911 Jane Street,meat;salad;american;healthy;food;sandwiches,"(43.677697, -79.495794)"
Subway - Bathurst/Finch,meat;salad;american;healthy;food;sandwiches,"(43.773234, -79.441982)"
Subway - Bathurst/Lawrence,meat;salad;american;healthy;food;sandwiches,"(43.720411, -79.429694)"
Subway - Beaches,meat;salad;american;healthy;food;sandwiches,"(43.670843, -79.295533)"
Subway - Bloor East,meat;salad;american;healthy;food;sandwiches,"(43.67135, -79.380891)"
Subway - Bloor W,meat;salad;american;healthy;food;sandwiches,"(43.659104, -79.438309)"
Subway - Bremner,meat;salad;american;healthy;food;sandwiches,"(43.642391, -79.383197)"
Subway - College,fingerfood;meat;salad;soup;sandwiches,"(43.658703, -79.39492)"
Subway - Don Mills Rd East,meat;salad;american;breakfast;sandwiches,"(43.785826, -79.351978)"
Subway - Dupont,meat;salad;american;healthy;food;sandwiches,"(43.675144, -79.407004)"
Subway - Eglinton/Bayview,meat;salad;american;healthy;food;sandwiches,"(43.711735, -79.376524)"
